results_id,results_name,results_image,results_types,results_styles,results_latitude,results_longitude,results_isSpecialPin,results_rating,results_priceClass,results_address,results_city,results_hasOffer,results_distance,results_isClubMember,results_slug,results_HasReservation,totalResults,page,totalPages,data,url,update_date
2d338581-4d88-4fd2-a68a-942f89cd6c55,باماهاس (شهرری),https://2.fidilio.com/storage/Images/thumbs/2c96a2d2-7c3f-4bf1-9d2a-c2033a5abbcd.jpg,[1],['ساندویچی'],35.6022949,51.4375648,False,8.100000381469727,2.0,"شهرری،خیابان فداییان اسلام،ابتدای بلوار امام حسین،جنب گلزار بهاره،پلاک۱۵
",تهران,False,41.9 km,False,bamahas,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/bamahas,2023-02-03 06:25:37.031342
4f2e38c6-3cf4-43f0-a8f8-b8f6776eac81,ژاندارک,https://2.fidilio.com/storage/Images/thumbs/ef004708-5889-4c69-8798-c2c4023df0fe.jpg,[1],['فست فود'],35.59305,51.4288635,False,0.0,2.0,شهرری،میدان فرمانداری (شاملو)،جنب بانک کشاورزی،پلاک13,تهران,False,41.7 km,False,jandarkfastfood,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/jandarkfastfood,2023-02-03 06:25:37.031342
bfd6db8f-6252-483e-a52f-d9ffde14ae90,اونیک,https://2.fidilio.com/storage/images/thumbs/bfd6db8f-6252-483e-a52f-d9ffde14ae90_0.jpg,[1],"['پیتزایی', 'فست فود']",35.59854,51.440876,False,8.100000381469727,2.0,شهرری، خیابان ابن بابویه، پلاک ۳۰,تهران,False,41.4 km,False,onik,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/onik,2023-02-03 06:25:37.031342
55ee7029-0b34-44ca-a9f6-7c753d3559f7,سیب 360 (شهرری),https://2.fidilio.com/storage/Images/thumbs/fa1e4e97-ee73-473a-8819-d8d99bed1061.jpg,[1],"['فست فود', 'پیتزایی']",35.59621,51.43945,False,8.100000381469727,2.0,شهرری،روبروی امامزاده عبدالله،نبش کوچه اسلامی,تهران,False,41.3 km,False,sib360_rey,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/sib360_rey,2023-02-03 06:25:37.031342
1fdf985d-5be1-4709-ae20-c1c19759e92f,هایدا (شهرری),https://2.fidilio.com/storage/images/Thumbs/53b2240c-cd1d-449d-9538-bde8dd9e492f.jpg,[1],"['فست فود', 'ساندویچی']",35.59036,51.4343872,False,5.300000190734863,2.0, شهرری، میدان شاه عبدالعظیم، خیابان سپاهیان انقلاب(قم)، جنب عکاسی ری شهر,تهران,False,41.1 km,False,haida_rey,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/haida_rey,2023-02-03 06:25:37.031342
093e1332-7bb9-4a14-b90c-e8d176de8b1f,بام ری,https://2.fidilio.com/storage/Images/thumbs/8b2428ea-5085-4107-a361-fd46a9e2a5bd.jpg,"[1, 2]","['فرنگی', 'ایرانی', 'کافه']",35.59184,51.4373055,False,8.0,2.0,خیابان فداییان اسلام صدمتر مانده به میدان اصلی شهرری,تهران,False,41.1 km,False,bamerey,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/bamerey,2023-02-03 06:25:37.031342
6503eace-a5de-4622-99bd-b0be95a9a7a4,ملت (نیشابور),https://2.fidilio.com/storage/Images/thumbs/fe55fdac-a920-4d54-ba88-55bdaa6075f8.jpg,[1],['ایرانی'],36.1977921,58.80311,False,8.1,2.0,"یشابور، خیابان امام خمینی، میدان خیام، خیابان مدرس، نبش مدرس ۱

",نیشابور,False,2.9 km,False,mellat_neishabor,False,5,0,1,Radius=15000&SortBy=1&latitude=36.22&longitude=58.82&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/mellat_neishabor,2023-02-03 06:25:37.031342
5210d00d-57bd-4d93-becd-3c6d1a2c52b0,مهدی,https://2.fidilio.com/storage/images/Thumbs/c74011da-a616-4dcf-a0e2-be6543649784.jpg,[1],['ایرانی'],35.6246223,51.49411,False,8.100000381469727,2.0,خیابان خاوران، ۱۰۰متربالاتر، ازمیدان آقانور، جنب بانک ملی، جنب تالار دریای نور ,تهران,False,41.1 km,False,mahdi,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/mahdi,2023-02-03 06:25:37.031342
a9886ed1-6446-4d3e-9490-42326b3e5c28,موگه,https://2.fidilio.com/storage/Images/thumbs/9bce579c-7397-49f3-a907-88398a2d4819.jpg,[2],"['کافی بار', 'کافه']",35.59421,51.4482079,False,7.0,1.0, شهر ری . سه راه ورامین . نرسیده به میدان معلم . پاساژ الماس ری . ط اول واحد 102,تهران,False,40.6 km,False,muguet,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/muguet,2023-02-03 06:25:37.031342
96e002c4-e925-4205-8888-3834365769f8,برگ سبز,https://2.fidilio.com/storage/Images/thumbs/04b7d446-37be-4b4c-9a49-e6c846c31096.jpg,[1],['کبابی'],35.58878,51.44098,False,6.699999809265137,2.0,شهرری،جنب میدان نارنج,تهران,False,40.6 km,False,kababbargesabz,False,42,0,1,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false,https://fidilio.com/restaurants/kababbargesabz,2023-02-03 06:25:37.031342
