lat,lng,api_data
34.7192,49.3267,Radius=15000&SortBy=1&latitude=34.7192&longitude=49.3267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.7683,50.6286,Radius=15000&SortBy=1&latitude=32.7683&longitude=50.6286&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.2497,52.4933,Radius=15000&SortBy=1&latitude=35.2497&longitude=52.4933&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.775,55.0831,Radius=15000&SortBy=1&latitude=33.775&longitude=55.0831&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.1779,50.7655,Radius=15000&SortBy=1&latitude=36.1779&longitude=50.7655&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.4681,50.1214,Radius=15000&SortBy=1&latitude=32.4681&longitude=50.1214&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.9069,48.4414,Radius=15000&SortBy=1&latitude=34.9069&longitude=48.4414&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.5633,53.0601,Radius=15000&SortBy=1&latitude=36.5633&longitude=53.0601&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.6374,46.4227,Radius=15000&SortBy=1&latitude=33.6374&longitude=46.4227&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.7256,50.3661,Radius=15000&SortBy=1&latitude=35.7256&longitude=50.3661&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.1892,50.0642,Radius=15000&SortBy=1&latitude=36.1892&longitude=50.0642&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.6861,52.52,Radius=15000&SortBy=1&latitude=36.6861&longitude=52.52&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.2042,50.0092,Radius=15000&SortBy=1&latitude=37.2042&longitude=50.0092&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.6319,52.2629,Radius=15000&SortBy=1&latitude=36.6319&longitude=52.2629&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7,52.65,Radius=15000&SortBy=1&latitude=36.7&longitude=52.65&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9,54.0667,Radius=15000&SortBy=1&latitude=36.9&longitude=54.0667&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.1969,50.1536,Radius=15000&SortBy=1&latitude=37.1969&longitude=50.1536&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.6409,52.9121,Radius=15000&SortBy=1&latitude=36.6409&longitude=52.9121&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.2597,49.9444,Radius=15000&SortBy=1&latitude=37.2597&longitude=49.9444&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.8339,52.0628,Radius=15000&SortBy=1&latitude=27.8339&longitude=52.0628&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.4761,52.6075,Radius=15000&SortBy=1&latitude=27.4761&longitude=52.6075&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.4291,48.872,Radius=15000&SortBy=1&latitude=38.4291&longitude=48.872&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.3117,49.3219,Radius=15000&SortBy=1&latitude=37.3117&longitude=49.3219&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7742,53.9481,Radius=15000&SortBy=1&latitude=36.7742&longitude=53.9481&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.9619,50.68,Radius=15000&SortBy=1&latitude=35.9619&longitude=50.68&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.2569,50.5642,Radius=15000&SortBy=1&latitude=32.2569&longitude=50.5642&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.4775,45.8942,Radius=15000&SortBy=1&latitude=37.4775&longitude=45.8942&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.2031,49.1869,Radius=15000&SortBy=1&latitude=36.2031&longitude=49.1869&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.308,51.7267,Radius=15000&SortBy=1&latitude=35.308&longitude=51.7267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.5935,51.44,Radius=15000&SortBy=1&latitude=35.5935&longitude=51.44&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.6482,47.9174,Radius=15000&SortBy=1&latitude=39.6482&longitude=47.9174&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9667,46.1096,Radius=15000&SortBy=1&latitude=36.9667&longitude=46.1096&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.9511,58.6953,Radius=15000&SortBy=1&latitude=28.9511&longitude=58.6953&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.3631,49.1329,Radius=15000&SortBy=1&latitude=37.3631&longitude=49.1329&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9101,54.8674,Radius=15000&SortBy=1&latitude=36.9101&longitude=54.8674&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.1458,46.1028,Radius=15000&SortBy=1&latitude=37.1458&longitude=46.1028&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7277,51.1057,Radius=15000&SortBy=1&latitude=36.7277&longitude=51.1057&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.3392,48.3043,Radius=15000&SortBy=1&latitude=30.3392&longitude=48.3043&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.1883,48.3769,Radius=15000&SortBy=1&latitude=34.1883&longitude=48.3769&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.95,45.3833,Radius=15000&SortBy=1&latitude=36.95&longitude=45.3833&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7,53.55,Radius=15000&SortBy=1&latitude=36.7&longitude=53.55&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.0864,55.1722,Radius=15000&SortBy=1&latitude=37.0864&longitude=55.1722&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.8067,46.4914,Radius=15000&SortBy=1&latitude=34.8067&longitude=46.4914&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.016,55.1412,Radius=15000&SortBy=1&latitude=37.016&longitude=55.1412&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.8939,61.6803,Radius=15000&SortBy=1&latitude=30.8939&longitude=61.6803&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.1375,50.2881,Radius=15000&SortBy=1&latitude=37.1375&longitude=50.2881&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7272,53.8089,Radius=15000&SortBy=1&latitude=36.7272&longitude=53.8089&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9169,50.6736,Radius=15000&SortBy=1&latitude=36.9169&longitude=50.6736&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.7822,48.1183,Radius=15000&SortBy=1&latitude=34.7822&longitude=48.1183&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.1702,49.3998,Radius=15000&SortBy=1&latitude=37.1702&longitude=49.3998&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.6489,53.2958,Radius=15000&SortBy=1&latitude=36.6489&longitude=53.2958&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7931,54.1121,Radius=15000&SortBy=1&latitude=36.7931&longitude=54.1121&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.645,51.5,Radius=15000&SortBy=1&latitude=36.645&longitude=51.5&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.2722,47.5861,Radius=15000&SortBy=1&latitude=34.2722&longitude=47.5861&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.2719,55.4325,Radius=15000&SortBy=1&latitude=37.2719&longitude=55.4325&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.205,52.6897,Radius=15000&SortBy=1&latitude=29.205&longitude=52.6897&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.655,51.4204,Radius=15000&SortBy=1&latitude=36.655&longitude=51.4204&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.0139,54.455,Radius=15000&SortBy=1&latitude=37.0139&longitude=54.455&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.8167,50.8775,Radius=15000&SortBy=1&latitude=36.8167&longitude=50.8775&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.9158,46.1236,Radius=15000&SortBy=1&latitude=37.9158&longitude=46.1236&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
26.9581,56.2717,Radius=15000&SortBy=1&latitude=26.9581&longitude=56.2717&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.1094,46.5275,Radius=15000&SortBy=1&latitude=34.1094&longitude=46.5275&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.0433,46.3564,Radius=15000&SortBy=1&latitude=35.0433&longitude=46.3564&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.1447,61.7925,Radius=15000&SortBy=1&latitude=31.1447&longitude=61.7925&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.2289,55.3747,Radius=15000&SortBy=1&latitude=37.2289&longitude=55.3747&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.5481,48.4467,Radius=15000&SortBy=1&latitude=34.5481&longitude=48.4467&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.5847,48.8859,Radius=15000&SortBy=1&latitude=31.5847&longitude=48.8859&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.4269,48.4839,Radius=15000&SortBy=1&latitude=38.4269&longitude=48.4839&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.0542,50.5533,Radius=15000&SortBy=1&latitude=36.0542&longitude=50.5533&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.5097,50.8283,Radius=15000&SortBy=1&latitude=31.5097&longitude=50.8283&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.25,49.3667,Radius=15000&SortBy=1&latitude=36.25&longitude=49.3667&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.2192,44.77,Radius=15000&SortBy=1&latitude=39.2192&longitude=44.77&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.3103,59.3736,Radius=15000&SortBy=1&latitude=36.3103&longitude=59.3736&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.7997,51.6953,Radius=15000&SortBy=1&latitude=32.7997&longitude=51.6953&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.1942,48.2436,Radius=15000&SortBy=1&latitude=32.1942&longitude=48.2436&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.53,47.6,Radius=15000&SortBy=1&latitude=33.53&longitude=47.6&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.8272,46.3097,Radius=15000&SortBy=1&latitude=33.8272&longitude=46.3097&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.0734,47.9725,Radius=15000&SortBy=1&latitude=34.0734&longitude=47.9725&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.759,45.9783,Radius=15000&SortBy=1&latitude=37.759&longitude=45.9783&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.4814,47.6908,Radius=15000&SortBy=1&latitude=34.4814&longitude=47.6908&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.7956,46.9355,Radius=15000&SortBy=1&latitude=34.7956&longitude=46.9355&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.992,60.3171,Radius=15000&SortBy=1&latitude=34.992&longitude=60.3171&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.5236,49.8894,Radius=15000&SortBy=1&latitude=31.5236&longitude=49.8894&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.1528,49.8708,Radius=15000&SortBy=1&latitude=37.1528&longitude=49.8708&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.1803,45.7028,Radius=15000&SortBy=1&latitude=38.1803&longitude=45.7028&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.9683,51.2894,Radius=15000&SortBy=1&latitude=31.9683&longitude=51.2894&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.9519,57.6996,Radius=15000&SortBy=1&latitude=27.9519&longitude=57.6996&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.8278,52.3267,Radius=15000&SortBy=1&latitude=27.8278&longitude=52.3267&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.6497,48.6647,Radius=15000&SortBy=1&latitude=30.6497&longitude=48.6647&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.8631,48.2617,Radius=15000&SortBy=1&latitude=33.8631&longitude=48.2617&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.3864,49.0336,Radius=15000&SortBy=1&latitude=35.3864&longitude=49.0336&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.2458,51.5223,Radius=15000&SortBy=1&latitude=30.2458&longitude=51.5223&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.1514,48.0708,Radius=15000&SortBy=1&latitude=38.1514&longitude=48.0708&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.3808,55.4917,Radius=15000&SortBy=1&latitude=37.3808&longitude=55.4917&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.8914,45.0253,Radius=15000&SortBy=1&latitude=38.8914&longitude=45.0253&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.9275,49.4114,Radius=15000&SortBy=1&latitude=33.9275&longitude=49.4114&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.3125,46.3667,Radius=15000&SortBy=1&latitude=35.3125&longitude=46.3667&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.6422,50.0789,Radius=15000&SortBy=1&latitude=33.6422&longitude=50.0789&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.131,57.0872,Radius=15000&SortBy=1&latitude=27.131&longitude=57.0872&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.1397,47.3761,Radius=15000&SortBy=1&latitude=33.1397&longitude=47.3761&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.6456,59.1211,Radius=15000&SortBy=1&latitude=36.6456&longitude=59.1211&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.5717,52.0153,Radius=15000&SortBy=1&latitude=36.5717&longitude=52.0153&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.5608,48.1831,Radius=15000&SortBy=1&latitude=31.5608&longitude=48.1831&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.4419,57.192,Radius=15000&SortBy=1&latitude=27.4419&longitude=57.192&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.0717,54.0767,Radius=15000&SortBy=1&latitude=37.0717&longitude=54.0767&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.7597,49.705,Radius=15000&SortBy=1&latitude=30.7597&longitude=49.705&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.8044,51.4256,Radius=15000&SortBy=1&latitude=35.8044&longitude=51.4256&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.0439,50.8139,Radius=15000&SortBy=1&latitude=32.0439&longitude=50.8139&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.7936,50.565,Radius=15000&SortBy=1&latitude=30.7936&longitude=50.565&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.0214,48.08,Radius=15000&SortBy=1&latitude=39.0214&longitude=48.08&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.8211,49.4264,Radius=15000&SortBy=1&latitude=36.8211&longitude=49.4264&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.7153,46.6533,Radius=15000&SortBy=1&latitude=34.7153&longitude=46.6533&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.9874,50.4108,Radius=15000&SortBy=1&latitude=32.9874&longitude=50.4108&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.3989,47.6819,Radius=15000&SortBy=1&latitude=38.3989&longitude=47.6819&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.7836,47.6003,Radius=15000&SortBy=1&latitude=34.7836&longitude=47.6003&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.3796,48.3546,Radius=15000&SortBy=1&latitude=39.3796&longitude=48.3546&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.555,52.8833,Radius=15000&SortBy=1&latitude=27.555&longitude=52.8833&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.9353,45.6431,Radius=15000&SortBy=1&latitude=38.9353&longitude=45.6431&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.1664,47.8044,Radius=15000&SortBy=1&latitude=35.1664&longitude=47.8044&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.1264,54.0419,Radius=15000&SortBy=1&latitude=29.1264&longitude=54.0419&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.2778,47.4183,Radius=15000&SortBy=1&latitude=35.2778&longitude=47.4183&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.3586,50.7981,Radius=15000&SortBy=1&latitude=30.3586&longitude=50.7981&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.8438,52.5707,Radius=15000&SortBy=1&latitude=28.8438&longitude=52.5707&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.8463,46.8354,Radius=15000&SortBy=1&latitude=37.8463&longitude=46.8354&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7081,57.4214,Radius=15000&SortBy=1&latitude=36.7081&longitude=57.4214&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.2312,58.219,Radius=15000&SortBy=1&latitude=37.2312&longitude=58.219&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.254,58.2857,Radius=15000&SortBy=1&latitude=35.254&longitude=58.2857&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.4167,47.7,Radius=15000&SortBy=1&latitude=37.4167&longitude=47.7&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.7667,46.5664,Radius=15000&SortBy=1&latitude=33.7667&longitude=46.5664&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.8639,51.4558,Radius=15000&SortBy=1&latitude=30.8639&longitude=51.4558&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.2606,51.9842,Radius=15000&SortBy=1&latitude=30.2606&longitude=51.9842&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.9122,53.3083,Radius=15000&SortBy=1&latitude=29.9122&longitude=53.3083&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.595,53.2075,Radius=15000&SortBy=1&latitude=36.595&longitude=53.2075&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.5628,48.0222,Radius=15000&SortBy=1&latitude=33.5628&longitude=48.0222&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.635,57.0717,Radius=15000&SortBy=1&latitude=36.635&longitude=57.0717&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.7069,59.8501,Radius=15000&SortBy=1&latitude=35.7069&longitude=59.8501&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.7669,50.0578,Radius=15000&SortBy=1&latitude=35.7669&longitude=50.0578&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.7519,54.5444,Radius=15000&SortBy=1&latitude=28.7519&longitude=54.5444&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.5039,49.6844,Radius=15000&SortBy=1&latitude=34.5039&longitude=49.6844&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.8947,49.4092,Radius=15000&SortBy=1&latitude=30.8947&longitude=49.4092&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.1178,53.0553,Radius=15000&SortBy=1&latitude=36.1178&longitude=53.0553&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.2481,47.1167,Radius=15000&SortBy=1&latitude=38.2481&longitude=47.1167&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.9054,50.4572,Radius=15000&SortBy=1&latitude=33.9054&longitude=50.4572&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.2083,53.0361,Radius=15000&SortBy=1&latitude=27.2083&longitude=53.0361&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.2858,58.5861,Radius=15000&SortBy=1&latitude=36.2858&longitude=58.5861&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.895,50.0931,Radius=15000&SortBy=1&latitude=30.895&longitude=50.0931&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.1422,45.9203,Radius=15000&SortBy=1&latitude=34.1422&longitude=45.9203&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.3298,49.0932,Radius=15000&SortBy=1&latitude=32.3298&longitude=49.0932&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.2951,44.4982,Radius=15000&SortBy=1&latitude=39.2951&longitude=44.4982&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.2733,53.2203,Radius=15000&SortBy=1&latitude=29.2733&longitude=53.2203&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.746,50.746,Radius=15000&SortBy=1&latitude=30.746&longitude=50.746&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.2822,59.5197,Radius=15000&SortBy=1&latitude=35.2822&longitude=59.5197&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.4778,47.0508,Radius=15000&SortBy=1&latitude=37.4778&longitude=47.0508&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.8397,51.9378,Radius=15000&SortBy=1&latitude=27.8397&longitude=51.9378&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.0728,44.3869,Radius=15000&SortBy=1&latitude=39.0728&longitude=44.3869&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.9903,50.6836,Radius=15000&SortBy=1&latitude=33.9903&longitude=50.6836&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.7387,46.1496,Radius=15000&SortBy=1&latitude=34.7387&longitude=46.1496&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.1489,47.0347,Radius=15000&SortBy=1&latitude=39.1489&longitude=47.0347&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.9961,50.6564,Radius=15000&SortBy=1&latitude=31.9961&longitude=50.6564&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9263,48.9583,Radius=15000&SortBy=1&latitude=36.9263&longitude=48.9583&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.2064,49.4436,Radius=15000&SortBy=1&latitude=32.2064&longitude=49.4436&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.2911,56.9131,Radius=15000&SortBy=1&latitude=29.2911&longitude=56.9131&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.3339,53.1789,Radius=15000&SortBy=1&latitude=27.3339&longitude=53.1789&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.425,48.2819,Radius=15000&SortBy=1&latitude=36.425&longitude=48.2819&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.9139,47.0239,Radius=15000&SortBy=1&latitude=35.9139&longitude=47.0239&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.6131,53.1954,Radius=15000&SortBy=1&latitude=30.6131&longitude=53.1954&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
26.5161,57.1019,Radius=15000&SortBy=1&latitude=26.5161&longitude=57.1019&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
